project,bug type,file,function,line,path length,report,result,category,issue,submit,count
Numba,RL,numba/experimental/jitclass/_box.c,PyInit__box,156,8,report-31f898.html,TP,leak on error handling branch,https://github.com/numba/numba/issues/8091,confirmed,1
Numba,RL,numba/experimental/jitclass/_box.c,PyInit__box,174,10,report-7e4a97.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/8090,confirmed,1
Numba,RL,numba/experimental/jitclass/_box.c,PyInit__box,176,10,report-fe73cf.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/8090,confirmed,1
Numba,RL,numba/numba/mviewbuf.c,get_bufinfo,238,12,report-541cf3.html,FP,maybe on purpose,-,False positive,1
Numba,RL,numba/mviewbuf.c,PyInit_mviewbuf,356,8,report-f68b83.html,TP,leak on error handling branch,https://github.com/numba/numba/issues/8091,confirmed,1
Numba,RL,numba/np/ufunc/_internal.c,PyInit__internal,674,11,report-ed7b7c.html,TP,leak on error handling branch,https://github.com/numba/numba/issues/8091,confirmed,1
Numba,RL,numba/np/ufunc/_num_threads.c,PyInit__num_threads,32,6,report-3232dc.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/_num_threads.c,PyInit__num_threads,34,6,report-a11ed8.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,575,6,report-6d9f57.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,577,6,report-235b15.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,579,6,report-4ab930.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,581,6,report-6eaae8.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,583,6,report-efb0a1.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,585,6,report-c0f604.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,587,6,report-d272e9.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,589,6,report-7232b6.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,591,6,report-224dc3.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,RL,numba/np/ufunc/workqueue.c,PyInit_workqueue,593,6,report-5a20bc.html,TP,created passed to non-stealing,https://github.com/numba/numba/issues/7210,fixed,1
Numba,UaR,numba/_devicearray.cpp,PyInit__devicearray,136,20,report-e42cca.html,TP,use after created passed to decrease,https://github.com/numba/numba/issues/8088,fixed,1
Pillow,RL,src/Tk/tkImaging.c,fname2char,371,12,report-c6d448.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6319,fixed,2
Pillow,RL,src/_imaging.c,_getxy,1122,17,report-e70944.html,FP,unmodeled behavior,-,False positive,1
Pillow,RL,src/_imaging.c,_getxy,1136,19,report-c40445.html,FP,unmodeled behavior,-,False positive,1
Pillow,RL,src/_imaging.c,_get_stats,3758,8,report-1b7403.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,_get_stats,3760,8,report-6fa78e.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,_get_stats,3762,8,report-b43c87.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,_get_stats,3764,8,report-1640ab.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,_get_stats,3765,8,report-78d881.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,_get_stats,3766,8,report-6acded.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,setup_module,4139,13,report-15cbc4.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,setup_module,4147,13,report-a78d30.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,setup_module,4157,13,report-446850.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,setup_module,4172,13,report-3c8041.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,setup_module,4190,13,report-1abe89.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,setup_module,4198,13,report-b9e74a.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,setup_module,4221,13,report-be23b5.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imaging.c,PyInit__imaging,4238,5,report-3fa97f.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/_imagingcms.c,_is_intent_supported,936,20,report-1e988b.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingcms.c,_is_intent_supported,937,20,report-0ef1f7.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingcms.c,setup_module,1531,7,report-e4a37b.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingcms.c,setup_module,1533,7,report-dc5fd5.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingft.c,text_layout_raqm,301,36,report-3d6af5.html,TP,pure leak,https://github.com/python-pillow/Pillow/issues/6321,fixed,1
Pillow,RL,src/_imagingft.c,text_layout_raqm,319,45,report-54b828.html,TP,pure leak,https://github.com/python-pillow/Pillow/issues/6321,fixed,1
Pillow,RL,src/_imagingft.c,font_getvarnames,1075,10,report-60bc38.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/_imagingft.c,font_getvaraxes,1118,12,report-775d14.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/_imagingft.c,font_getvaraxes,1122,12,report-379efb.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/_imagingft.c,font_getvaraxes,1124,8,report-611fdf.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingft.c,font_getvaraxes,1125,8,report-7c0d23.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingft.c,font_getvaraxes,1127,8,report-b84747.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingft.c,font_getvaraxes,1136,17,report-fce490.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingft.c,setup_module,1351,7,report-d17f14.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingft.c,setup_module,1366,9,report-e80f52.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingft.c,setup_module,1372,9,report-21a68f.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingmorph.c,match,138,6,report-8cc0d2.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/_imagingmorph.c,match,195,19,report-29a870.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingmorph.c,get_on_pixels,215,6,report-239db5.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/_imagingmorph.c,get_on_pixels,231,12,report-fddf55.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingmorph.c,setup_module,243,5,report-3c802a.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_imagingtk.c,PyInit__imagingtk,77,5,report-bc9c58.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/_webp.c,addTransparencyFlagToModule,948,6,report-213466.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_webp.c,setup_module,959,5,report-71bbbc.html,TP,created passed to non-stealing,https://github.com/python-pillow/Pillow/issues/6323,issued,1
Pillow,RL,src/_webp.c,PyInit__webp,983,5,report-e4ed93.html,TP,leak on error handling branch,https://github.com/python-pillow/Pillow/issues/6322,issued,1
Pillow,RL,src/encode.c,PyImaging_JpegEncoderNew,60,26,report-b75e6e.html,FP,incomplete path,-,False positive,1
Pillow,RL,src/encode.c,_encode,131,12,report-738827.html,FP,unmodeled behavior,-,False positive,1
TensorFlow,UaR,tensorflow/python/eager/pywrap_tensor.cc,EagerTensor_shape_tuple,618,22,report-378fc6.html,TP,use after decrement on captured,https://github.com/tensorflow/tensorflow/issues/52085,confirmed,1
TensorFlow,UaR,tensorflow/python/lib/core/ndarray_tensor.cc,GetPyArrayDescrForTensor,352,21,report-073dd5.html,TP,use after decrement on captured,https://github.com/tensorflow/tensorflow/issues/52087,fixed,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,PyDictFromSparsityParam,140,13,report-271ec8.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,PyDictFromSparsityParam,144,15,report-7311bd.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,PyDictFromSparsityParam,146,15,report-0bf563.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,PyDictFromSparsityParam,148,15,report-107a6c.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,GetSignatureDefs,638,4,report-c41b64.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,GetSignatureDefs,639,4,report-7193e8.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,GetSignatureDefs,640,4,report-9dcdd9.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,GetSignatureDefs,647,4,report-336e4b.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/python/interpreter_wrapper/interpreter_wrapper.cc,GetSignatureDefs,651,4,report-f40c5f.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/toco/python/toco_python_api.cc,TocoConvert,233,23,report-253804.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/lite/toco/python/toco_python_api.cc,ToStringSet,276,13,report-8235b2.html,TP,pure leak,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/client/tf_session_wrapper.cc,operator(),279,10,report-cd62b9.html,TP,leak on error handling branch,https://github.com/tensorflow/tensorflow/issues/56238,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tensor.cc,EagerTensor_shape_tuple,593,8,report-404420.html,FP,unmodeled behavior,-,False positive,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tensor.cc,TFE_Py_InitEagerTensor,1050,12,report-9ede7a.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,SetOpAttrList,495,43,report-b665b7.html,TP,pure leak,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,SetOpAttrScalar,702,26,report-3eadfd.html,TP,pure leak,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,FormatErrorStatusStackTrace,994,12,report-6a12cf.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,MaybeRaiseExceptionFromTFStatus,1031,15,report-9b7aa7.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,MaybeRaiseExceptionFromTFStatus,1032,15,report-66dcb9.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,MaybeRaiseExceptionFromStatus,1065,9,report-327452.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,MaybeRaiseExceptionFromStatus,1066,9,report-c80650.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,AggregateGradients,1271,8,report-3ba4d6.html,FP,noreturn,-,False positive,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,CallBackwardFunction,1362,14,report-471b1c.html,TP,leak on error handling branch,https://github.com/tensorflow/tensorflow/issues/56238,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,RegisterForwardAccumulatorCleanup,2312,5,report-0e40ef.html,FP,maybe on purpose,-,False positive,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,TFE_Py_FastPathExecute_C,3601,6,report-506234.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/eager/pywrap_tfe_src.cc,EncodeTensorOrTensorSpec,4087,16,report-55542a.html,TP,created passed to non-stealing,-,Function deleted,1
TensorFlow,RL,tensorflow/python/framework/op_def_util.cc,operator(),179,13,report-8566d6.html,TP,pure leak,https://github.com/tensorflow/tensorflow/issues/56237,issued,2
TensorFlow,RL,tensorflow/python/framework/python_api_parameter_converter_wrapper.cc,Convert,33,7,report-bf3201.html,TP,pure leak,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/lib/core/ndarray_tensor.cc,PyArrayDescr_to_TF_DataType,90,15,report-918a9a.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/lib/core/py_func.cc,DoCallPyFunc,201,18,report-fffdc2.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/lib/core/py_func.cc,DoCallPyFunc,240,22,report-34df8e.html,TP,created passed to non-stealing,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/util/fast_module_type.cc,FastTpGetattro,192,9,report-9e7c5b.html,TP,pure leak,https://github.com/tensorflow/tensorflow/issues/56236,issued,1
TensorFlow,RL,tensorflow/python/util/nest.cc,FlattenDictItems,93,11,report-86960d.html,TP,leak on error handling branch,https://github.com/tensorflow/tensorflow/issues/56238,issued,1
