project,file,time1,time2,time3,time4,time5,mem1,mem2,mem3,mem4,mem5,time-ave,mem-ave
tensorflow,tensorflow/core/kernels/cwise_op_sinh.cc,24.161,23.807,23.2,23.277,21.733,1078872,1078880,1078876,1078876,1078888,23.236,2590184
tensorflow,tensorflow/compiler/tf2xla/kernels/if_while_utils.cc,42.089,36.939,37.38,39.517,37.55,1802340,1801876,1801824,1801828,1801868,38.695,2880825.6
tensorflow,external/icu/icu4c/source/common/ucnvsel.cpp,5.455,5.846,6.193,6.013,6.124,567272,567276,567276,567272,567280,5.926,2369222.4
tensorflow,external/snappy/snappy-stubs-internal.cc,1.865,1.715,1.783,1.438,1.55,304236,304236,304236,304232,304232,1.670,871509.6
tensorflow,tensorflow/compiler/jit/xla_cpu_device.cc,25.886,38.655,38.444,30.344,31.066,1814920,1814796,1814800,1814796,1814788,32.879,2119054.4
tensorflow,tensorflow/core/kernels/nextafter_op.cc,23.892,20.495,26.981,19.918,25.742,1215056,1215052,1215052,1215048,1215048,23.406,3029871.2
tensorflow,external/llvm-project/llvm/lib/CodeGen/TargetPassConfig.cpp,17.761,15.163,20.209,19.738,21.424,624716,624720,626252,624716,625228,18.859,1840177.6
tensorflow,tensorflow/core/data/captured_function.cc,56.378,59.699,51.807,42.471,55.81,1502880,1503376,1502876,1502876,1502876,53.233,2128103.2
tensorflow,external/llvm-project/mlir/lib/Conversion/PDLToPDLInterp/PDLToPDLInterp.cpp,13.983,16.595,19.437,17.738,20.115,921120,922140,922144,922144,921112,17.574,2424708.8
tensorflow,external/double_conversion/double-conversion/bignum.cc,22.182,14.138,21.576,17.964,22.194,452860,452860,452988,453120,453116,19.611,1374720.8
tensorflow,tensorflow/core/profiler/internal/tfprof_stats.cc,31.068,37.286,41.396,33.728,30.158,1309384,1310144,1309472,1309636,1309636,34.727,1762643.2
tensorflow,external/llvm-project/llvm/lib/Target/X86/X86ShuffleDecodeConstantPool.cpp,7.137,5.237,7.243,7.237,6.328,464980,464988,464976,464984,464988,6.636,1774637.6
tensorflow,external/boringssl/src/crypto/x509/x_crl.c,8.278,9.514,7.785,9.3,5.742,433764,433764,433764,433768,433764,8.124,898748
tensorflow,tensorflow/core/distributed_runtime/rpc/grpc_tensor_coding.cc,21.902,18.299,16.305,25.081,18.445,1033296,1033280,1033292,1033296,1033296,20.006,1467056.8
tensorflow,tensorflow/lite/experimental/microfrontend/lib/filterbank.c,3.47,3.126,3.452,3.501,3.435,428952,428952,428952,428952,428952,3.397,1462244
tensorflow,external/llvm-project/llvm/lib/DebugInfo/CodeView/DebugChecksumsSubsection.cpp,3.64,3.785,3.783,4.039,3.48,471960,471956,471956,471960,471956,3.745,900909.6
tensorflow,external/com_github_grpc_grpc/src/core/lib/iomgr/unix_sockets_posix.cc,4.045,3.95,2.568,4.335,2.831,450720,450720,450724,450728,450720,3.546,922680
tensorflow,external/mkl_dnn_v1/src/cpu/ref_resampling.cpp,18.661,13.797,14.088,17.145,17.594,606576,606584,606320,606320,606312,16.257,1057144.8
tensorflow,external/com_google_protobuf/src/google/protobuf/generated_message_table_driven_lite.cc,5.682,5.815,4.216,5.143,5.515,467800,467800,467788,467800,467796,5.274,1074219.2
tensorflow,external/com_github_grpc_grpc/src/core/lib/security/credentials/alts/grpc_alts_credentials_options.cc,3.601,2.856,2.317,3.586,2.917,442304,442304,442308,442304,442304,3.055,910101.6
tensorflow,external/llvm-project/mlir/tools/mlir-tblgen/SPIRVUtilsGen.cpp,48.086,52.144,55.885,66.897,50.878,679748,678216,676420,679236,678732,54.778,1120775.2
tensorflow,external/llvm-project/llvm/lib/Target/X86/X86AvoidTrailingCall.cpp,10.766,8.944,11.109,10.746,6.883,591584,591588,591580,591576,591588,9.690,1270053.6
tensorflow,tensorflow/compiler/tf2xla/kernels/function_ops.cc,38.206,38.249,34.721,36.957,37.907,1718416,1718408,1718412,1718408,1718408,37.208,2309993.6
tensorflow,tensorflow/compiler/mlir/tensorflow/ir/tf_ops.cc,98.52,78.322,72.892,86.091,80.429,5216972,5216976,5216976,5216972,5216880,83.251,6935365.6
tensorflow,tensorflow/core/grappler/clusters/cluster.cc,51.578,58.249,50.667,57.946,40.884,1287716,1286232,1287972,1287516,1287968,51.865,6504436
tensorflow,tensorflow/core/kernels/quantized_add_op.cc,27.246,21.857,27.846,23.68,21.521,1288448,1288448,1288448,1288444,1288452,24.430,2575928.8
tensorflow,external/com_google_protobuf/src/google/protobuf/util/internal/utility.cc,22.268,15.749,21.012,21.838,20.742,481128,481124,481132,481128,481132,20.322,1769576.8
tensorflow,tensorflow/core/grappler/optimizers/data/filter_fusion.cc,31.991,25.126,31.617,22.446,25.04,1304496,1304520,1304512,1304004,1304484,27.244,1785532
tensorflow,external/boringssl/src/crypto/buf/buf.c,2.744,3.139,2.771,3.104,2.837,428720,428716,428716,428716,428720,2.919,1733120.8
tensorflow,tensorflow/core/data/service/server_lib.cc,27.479,29.598,22.499,21.634,27.063,1379680,1379676,1379676,1379800,1379804,25.655,1808444.8
tensorflow,tensorflow/core/platform/scanner.cc,5.571,5.872,6.979,6.838,7.188,487608,487604,487596,487608,487612,6.490,1867332.8
tensorflow,tensorflow/lite/toco/graph_transformations/remove_trivial_binary.cc,11.474,10.433,9.252,13.398,13.307,717844,717908,717844,717904,717848,11.573,1205475.2
tensorflow,external/mkl_dnn_v1/src/cpu/x64/brgemm/jit_brgemm_kernel.cpp,31.296,33.668,26.8,23.835,31.58,560496,560756,560500,560232,560492,29.436,1278364.8
tensorflow,external/llvm-project/llvm/lib/Transforms/InstCombine/InstCombineLoadStoreAlloca.cpp,31.136,28.465,26.75,29.2,25.285,717440,717952,717440,717956,717956,28.167,1278244
tensorflow,tensorflow/core/ops/batch_ops.cc,40.24,39.176,37.436,46.38,44.725,985888,985768,985924,985912,985764,41.591,1703600
tensorflow,tensorflow/core/tpu/ops/tpu_execute_op.cc,24.008,19.62,18.426,21.133,20.189,980952,980952,981084,980960,980960,20.675,1966832.8
tensorflow,external/com_github_grpc_grpc/src/core/lib/compression/stream_compression_identity.cc,2.122,3.551,2.326,3.318,2.414,440348,440352,440348,440352,440344,2.746,1421330.4
tensorflow,tensorflow/compiler/xla/service/hlo_graph_dumper.cc,48.725,54.529,53.416,53.605,37.844,1567356,1566332,1566328,1565828,1566336,49.624,2006784.8
tensorflow,external/com_google_absl/absl/strings/internal/str_format/arg.cc,20.858,20.524,21.306,21.148,21.475,454472,454476,454476,454480,454480,21.062,2020912.8
tensorflow,tensorflow/compiler/mlir/hlo/lib/Dialect/mhlo/transforms/mhlo_fusion.cc,14.731,13.307,14.282,13.44,15.427,805568,805564,805568,805560,805564,14.237,1260041.6
tensorflow,external/mkl_dnn_v1/src/cpu/x64/gemm/f32/jit_sse41_f32_copy_an_kern_autogen.cpp,13.809,18.262,13.266,18.241,17.599,437580,437580,437576,438088,437572,16.235,1243244
tensorflow,external/llvm-project/llvm/lib/Target/PowerPC/MCTargetDesc/PPCPredicates.cpp,1.101,1.048,1.145,1.092,1.088,301644,301644,301648,301648,301644,1.095,739324.8
tensorflow,external/mkl_dnn_v1/src/cpu/x64/injectors/jit_uni_postops_injector.cpp,27.366,25.606,26.459,28.963,27.006,521112,521116,521116,521120,521116,27.080,822761.6
tensorflow,tensorflow/compiler/xla/service/hlo_buffer.cc,25.333,22.98,17.698,19.969,20.834,1091644,1092672,1092672,1091628,1091648,21.363,1613168.8
tensorflow,tensorflow/lite/python/interpreter_wrapper/python_error_reporter.cc,1.431,0.871,1.416,0.87,1.422,311300,311296,311300,311300,311300,1.202,1403352
tensorflow,external/com_github_grpc_grpc/src/cpp/server/health/health_check_service.cc,1.702,1.602,1.595,1.555,1.701,301384,301384,301384,301384,301384,1.631,612683.2
tensorflow,external/com_google_absl/absl/strings/internal/str_format/parser.cc,20.444,21.571,16.504,22.16,14.988,478164,477884,478932,477896,477884,19.133,779536
tensorflow,external/llvm-project/llvm/lib/CodeGen/AsmPrinter/DIEHash.cpp,23.558,22.981,18.029,20.885,20.091,703988,703980,705004,705012,705008,21.109,1182750.4
tensorflow,external/llvm-project/llvm/lib/Transforms/Scalar/StructurizeCFG.cpp,16.497,11.634,15.17,17.701,17.619,785736,785736,785496,785740,785740,15.724,1490288
tensorflow,external/llvm-project/llvm/lib/CodeGen/ValueTypes.cpp,8.436,11.907,7.606,9.345,11.606,602356,602620,603016,603788,603024,9.780,1388650.4
tensorflow,external/mkl_dnn_v1/src/cpu/x64/jit_uni_softmax.cpp,92.747,102.281,129.005,117.422,128.593,687016,686512,687284,686804,687056,114.010,1289895.2
tensorflow,tensorflow/core/kernels/cast_op_impl_uint8.cc,85.985,85.876,79.26,97.916,91.919,1399780,1399924,1399280,1399880,1399400,88.191,2086587.2
tensorflow,tensorflow/lite/toco/graph_transformations/resolve_constant_pack.cc,14.244,14.491,12.067,9.138,14.36,755684,755696,755692,755692,755684,12.860,2155342.4
tensorflow,tensorflow/core/kernels/decode_csv_op.cc,28.976,27.963,24.859,25.5,20.024,1295112,1295120,1295120,1295120,1295112,25.464,2050806.4
tensorflow,tensorflow/core/common_runtime/input_colocation_exemption_registry.cc,3.818,3.494,3.815,3.84,3.504,485612,485620,485604,485612,485612,3.694,1780728.8
tensorflow,tensorflow/compiler/mlir/tensorflow/transforms/tpu_identity_pruning.cc,27.736,39.929,42.356,40.747,40.553,1817828,1817844,1817828,1817836,1817320,38.264,2303343.2
tensorflow,external/llvm-project/llvm/lib/CodeGen/StackProtector.cpp,19.463,18.447,19.298,15.683,20.93,846884,846872,846880,846888,846876,18.764,2664611.2
tensorflow,external/boringssl/src/crypto/asn1/a_object.c,3.212,3.122,2.151,3.109,3.131,430412,430416,430416,430416,430416,2.945,1277295.2
tensorflow,external/llvm-project/llvm/lib/Analysis/IVUsers.cpp,12.442,11.902,15.717,12.299,14.332,800868,801124,801116,801120,800612,13.338,1231383.2
tensorflow,tensorflow/core/kernels/depthtospace_op.cc,62.911,88.988,92.997,66.741,69.897,1378104,1378096,1378096,1378096,1378096,76.307,2179065.6
tensorflow,external/com_googlesource_code_re2/re2/prefilter.cc,15.017,18.007,14.242,13.653,21.545,581664,581668,581920,581924,581668,16.493,1959866.4
tensorflow,tensorflow/c/kernels/ops/merge_summary.cc,6.853,6.132,6.217,4.598,6.807,483656,483640,483640,483648,483648,6.121,1065415.2
tensorflow,external/llvm-project/mlir/lib/Analysis/AffineAnalysis.cpp,11.707,11.042,16.842,13.59,16.862,762408,762144,762660,762400,761892,14.009,1245947.2
tensorflow,external/llvm-project/mlir/lib/Conversion/SCFToStandard/SCFToStandard.cpp,16.835,15.066,16.563,10.615,12.437,736092,736088,736088,736080,736092,14.303,1498388.8
tensorflow,tensorflow/core/kernels/data/finalize_dataset_op.cc,22.268,22.525,23.252,21.428,23.398,1357464,1357464,1357460,1357460,1357456,22.574,2093548.8
tensorflow,tensorflow/core/kernels/softsign_op.cc,178.353,191.986,217.405,226.484,198.896,1209356,1209228,1208356,1209484,1209116,202.625,2566568.8
tensorflow,external/com_github_grpc_grpc/src/core/lib/gpr/cpu_linux.cc,1.975,2.862,3.075,2.878,2.936,429340,429340,429340,429340,429340,2.745,1638448
tensorflow,tensorflow/core/lib/io/inputstream_interface.cc,4.737,6.448,6.41,6.113,6.428,524400,524392,524376,524388,524396,6.027,953730.4
tensorflow,tensorflow/core/kernels/strided_slice_op_inst_6.cc,17.919,24.466,20.164,25.938,25.03,1178560,1178564,1178556,1178560,1178556,22.703,1702949.6
tensorflow,tensorflow/c/ops.cc,36.977,32.077,44.187,39.302,40.279,980304,980304,980300,980308,980304,38.564,2158863.2
tensorflow,tensorflow/compiler/mlir/tensorflow/transforms/functional_control_flow_to_cfg.cc,38.907,45.217,43.296,41.248,31.914,2124988,2125008,2124996,2125004,2125016,40.116,3105306.4
tensorflow,external/mkl_dnn_v1/src/common/layer_normalization.cpp,3.806,3.733,3.665,3.788,3.901,456012,456016,456016,456024,456020,3.779,2581020
tensorflow,tensorflow/compiler/xla/service/llvm_ir/tuple_ops.cc,36.832,41.181,39.051,34.343,33.626,1352968,1352964,1353228,1352964,1353220,37.007,1809086.4
tensorflow,tensorflow/python/saved_model/pywrap_saved_model_constants.cc,2.958,3.063,2.978,2.923,2.797,359916,359920,359912,359920,359912,2.944,1712984.8
tensorflow,tensorflow/compiler/xla/client/lib/sorting.cc,19.479,21.09,21.406,21.874,24.219,929212,929220,929476,929220,929220,21.614,1289185.6
tensorflow,tensorflow/core/kernels/sparse/nnz_op.cc,23.238,24.859,23.697,20.433,25.092,1199296,1199312,1199308,1199304,1199300,23.464,2128573.6
tensorflow,external/llvm-project/llvm/lib/Bitcode/Writer/BitcodeWriterPass.cpp,3.972,5.429,5.117,5.364,5.459,655308,655304,655316,655308,655308,5.068,1854612.8
tensorflow,external/mkl_dnn_v1/src/cpu/x64/jit_uni_x8s8s32x_1x1_conv_kernel.cpp,39.298,58.288,48.953,44.594,48.546,562704,562456,562452,562452,562712,47.936,1217864
tensorflow,external/com_github_grpc_grpc/src/core/tsi/ssl/session_cache/ssl_session_boringssl.cc,4.664,4.605,4.611,4.638,4.631,461920,461920,461924,461932,461924,4.630,1024479.2
tensorflow,tensorflow/core/kernels/conv_ops_fused_double.cc,24.386,21.833,27.59,23.782,27.738,1243684,1243684,1243684,1243684,1243684,25.066,1705608
tensorflow,external/com_github_grpc_grpc/src/core/lib/compression/message_compress.cc,16.097,15.128,16.355,14.883,12.438,440400,440400,440404,440404,440404,14.980,1684086.4
tensorflow,external/llvm-project/llvm/lib/ExecutionEngine/Orc/Shared/OrcRTBridge.cpp,3.089,2.912,1.904,2.513,3.115,471020,471020,471020,471016,471016,2.707,911420.8
tensorflow,bazel-out/k8-opt/bin/tensorflow/core/data/service/worker.pb.cc,48.197,41.695,49.364,33.083,38.538,897540,897280,897040,897272,897280,42.175,1368300.8
tensorflow,tensorflow/lite/kernels/internal/optimized/sse_tensor_utils.cc,1.608,1.497,1.539,0.994,1.627,319084,319076,319080,319080,319080,1.453,1216362.4
tensorflow,external/llvm-project/mlir/lib/Dialect/DLTI/DLTI.cpp,21.225,19.331,19.129,20.246,22.577,757192,756936,757196,757448,756932,20.502,1076220.8
tensorflow,external/com_github_grpc_grpc/src/core/ext/upb-generated/envoy/type/percent.upb.c,3.25,3.028,2.881,2.924,2.943,428548,428548,428548,428552,428548,3.005,1185689.6
tensorflow,tensorflow/core/kernels/data/parallel_interleave_dataset_op.cc,57.799,72.183,61.082,71.176,70.915,1487236,1486208,1487240,1487236,1487236,66.631,1915580
tensorflow,tensorflow/core/ops/tpu_host_compute_ops.cc,31.757,32.704,39.538,38.116,35.179,977128,977120,977124,977112,977120,35.459,2464152
tensorflow,tensorflow/compiler/jit/partially_decluster_pass.cc,24.983,24.586,24.369,25.778,23.504,1301704,1301716,1302232,1301720,1302224,24.644,2279040
tensorflow,external/llvm-project/llvm/lib/ExecutionEngine/RuntimeDyld/RuntimeDyldChecker.cpp,18.783,11.865,20.298,18.551,18.159,714956,715984,714952,715980,716240,17.531,2017541.6
tensorflow,external/curl/lib/netrc.c,9.43,8.952,7.749,8.161,6.643,431280,431296,431292,431280,431284,8.187,1146908.8
tensorflow,external/curl/lib/multi.c,23.026,17.373,19.648,27.305,28.938,543904,543904,543904,543904,543904,23.258,975190.4
tensorflow,tensorflow/python/eager/pywrap_tensor_conversion.cc,27.816,20.375,29.201,24.214,20.268,1430504,1430504,1430504,1430500,1430500,24.375,1974406.4
tensorflow,tensorflow/compiler/mlir/hlo/lib/Dialect/mhlo/transforms/mhlo_control_flow_to_scf.cc,13.393,11.433,13.536,10.934,12.179,868712,868968,868708,868720,868712,12.295,2299266.4
tensorflow,external/llvm-project/llvm/lib/Remarks/RemarkParser.cpp,8.881,8.783,9.736,7.579,7.53,515420,515424,515684,515680,515936,8.502,1384392.8
tensorflow,tensorflow/core/kernels/unsorted_segment_join_op.cc,31.994,37.318,37.317,32.168,27.624,1244372,1244376,1244376,1244376,1244368,33.284,1760002.4
tensorflow,tensorflow/python/platform/stacktrace_handler_wrapper.cc,3.72,3.786,3.19,3.764,3.808,496064,496068,496060,496068,496060,3.654,1740437.6
tensorflow,external/llvm-project/llvm/lib/Transforms/InstCombine/InstCombineSelect.cpp,39.969,39.167,41.965,48.936,50.405,802528,802312,802560,802280,802560,44.088,1298512
tensorflow,external/llvm-project/llvm/lib/Transforms/Coroutines/CoroSplit.cpp,34.415,48.937,45.301,50.248,56.013,926328,921844,934552,922416,922740,46.983,1728024
tensorflow,external/com_github_grpc_grpc/src/core/ext/filters/client_channel/subchannel.cc,24.684,23.095,20.884,17.257,19.312,469792,469784,469788,469784,469796,21.046,1395364.8
tensorflow,tensorflow/compiler/xla/service/hlo_verifier.cc,120.503,108.005,137.533,116.7,95.76,1438548,1438544,1438552,1438552,1438544,115.700,1908336.8
tensorflow,external/llvm-project/llvm/lib/Transforms/Vectorize/VPlanTransforms.cpp,15.764,23.389,21.634,21.833,21.688,818660,818916,818404,818912,818404,20.862,2257207.2
tensorflow,tensorflow/lite/tools/optimize/quantize_weights.cc,29.934,36.757,31.669,36.107,42.065,853676,853700,853696,853704,853712,35.306,1672356.8
tensorflow,external/curl/lib/curl_endian.c,1.157,1.244,1.183,1.149,1.173,294344,294344,294344,294344,294344,1.181,1148041.6
tensorflow,external/curl/lib/vtls/vtls.c,12.672,14.065,11.513,12.779,13.449,431348,431348,431348,431348,431348,12.896,725692
tensorflow,external/com_github_grpc_grpc/src/cpp/server/server_credentials.cc,3.646,2.754,4.018,4.126,3.212,449700,449704,449700,449696,449692,3.551,881046.4
tensorflow,external/llvm-project/llvm/lib/Support/Optional.cpp,3.689,6.032,5.077,6.117,5.353,452312,452320,452316,452316,452320,5.254,902015.2
tensorflow,external/llvm-project/llvm/lib/ExecutionEngine/RuntimeDyld/RuntimeDyldCOFF.cpp,4.528,4.329,4.372,4.224,3.356,508704,508696,508700,508700,508704,4.162,961017.6
tensorflow,tensorflow/compiler/mlir/tensorflow/transforms/freeze_saved_model_assets.cc,37.599,35.859,41.72,37.008,32.756,2013612,2013616,2013620,2013604,2013612,36.988,2522313.6
tensorflow,external/llvm-project/llvm/lib/CodeGen/SelectionDAG/LegalizeVectorTypes.cpp,35.146,33.8,34.306,27.195,34.41,620588,620592,620592,620596,620588,32.971,2634204
tensorflow,tensorflow/core/framework/allocator.cc,4.729,4.487,3.215,4.337,2.986,511116,511112,511108,511116,511116,3.951,1131704.8
tensorflow,tensorflow/core/kernels/conditional_accumulator_base_op.cc,24.994,20.782,18.316,20.947,17.726,1212452,1212464,1212396,1212268,1212452,20.553,1723520
tensorflow,external/nsync/platform/posix/src/per_thread_waiter.c,3.759,4.041,3.338,3.9,3.842,444640,444640,444644,444648,444644,3.776,1657049.6
tensorflow,external/double_conversion/double-conversion/fixed-dtoa.cc,5.424,5.37,5.145,4.751,5.444,285940,285936,285812,286192,285804,5.227,730580
tensorflow,external/icu/icu4c/source/common/unistr_props.cpp,4.087,3.934,4.098,3.505,4.2,438792,438792,438796,438796,438792,3.965,724730.4
tensorflow,external/mkl_dnn_v1/src/cpu/x64/jit_avx2_conv_kernel_f32.cpp,38.976,43.456,37.325,39.444,28.41,590368,590628,590368,589340,590368,37.522,1029008
tensorflow,tensorflow/compiler/xla/service/cpu/cpu_options.cc,23.489,20.192,22.176,21.352,24.213,935592,935592,935588,935588,935588,22.284,1525804
tensorflow,tensorflow/c/tf_tensor.cc,27.289,22.778,23.883,25.832,29.288,801632,801576,801692,801556,801680,25.814,1737216.8
tensorflow,external/llvm-project/mlir/lib/Dialect/Linalg/Transforms/Promotion.cpp,21.242,16.159,14.196,13.937,17.181,899052,899092,899096,899096,899096,16.543,1700713.6
tensorflow,bazel-out/k8-opt/bin/tensorflow/cc/ops/map_ops.cc,42.357,52.503,43.794,43.626,38.249,1136788,1136800,1136544,1136528,1136796,44.106,2035777.6
tensorflow,tensorflow/core/common_runtime/scoped_allocator_mgr.cc,20.369,25.03,29.931,26.373,31.41,794924,795296,794780,794928,795440,26.623,1931764.8
tensorflow,tensorflow/compiler/xla/protobuf_util.cc,21.938,22.592,24.454,23.211,24.455,713536,713528,713512,713516,713516,23.330,1508595.2
tensorflow,tensorflow/c/eager/parallel_device/parallel_device_lib.cc,15.332,21.157,20.39,18.602,22.025,818052,818556,818052,818044,818052,19.501,1531672.8
tensorflow,external/llvm-project/mlir/tools/mlir-tblgen/OpGenHelpers.cpp,7.634,5.6,5.426,6.179,7.839,489156,489168,489176,489160,489156,6.536,1307314.4
